X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,sidewalk,aadp,co_name,mun_name,id
-75.546796,40.140383,148879,jr,,2019/05/03 00:00:00+00,2019,4202921696,23,schuylkill rd,both,mowers rd,meadow la,Pedestrian,40.140383,-75.546796,,,N,S,east,14,Chester,East Pikeland Township,111072
-75.509825,40.037311,148882,jf,,2019/04/25 00:00:00+00,2019,4202946792,,e king st,both,church st,ruthland ave,Pedestrian,40.037311,-75.509825,,,E,W,north,109,Chester,Malvern Borough,111073
-75.4085909999999,40.047315,148884,jr,,2019/04/25 00:00:00+00,2019,4202977344,30,lancaster ave,both,e conestoga rd,devon driveway,Pedestrian,40.047315,-75.408591,,,W,E,north,40,Chester,Tredyffrin Township,111074
-75.364323,39.9590000000001,148886,jr,,2019/04/25 00:00:00+00,2019,4204547616,,paxon hollow rd,both,pine tree dr,school driveway,Pedestrian,39.959,-75.364323,,,E,W,south,24,Delaware,Marple Township,111075
-74.98299,40.1364750000001,148902,jf,,2019/05/15 00:00:00+00,2019,4201705616,132,e street rd,both,rail ave,reading ave,Pedestrian,40.136475,-74.98299,,,E,W,south,24,Bucks,Bensalem Township,111077
-75.074245,40.2041380000001,148904,bn,,2019/06/19 00:00:00+00,2019,4201737304,332,jacksonville rd,both,johnsville blvd,ivy meadows,Pedestrian,40.204138,-75.074245,,,N,S,east,13,Bucks,Ivyland Borough,111078
-75.5182629999999,40.127772,148905,jr,,2019/05/15 00:00:00+00,2019,4202960120,,2nd ave,both,lincoln ave,quick st,Pedestrian,40.127772,-75.518263,,,W,E,south,189,Chester,Phoenixville Borough,111079
-75.518741,40.1276770000001,148906,jr,,2019/05/15 00:00:00+00,2019,4202960120,,2nd ave,both,lincoln ave,quick st,Pedestrian,40.127677,-75.518741,,,W,E,south,241,Chester,Phoenixville Borough,111080
-75.820458,39.974931,148907,jr,,2019/05/15 00:00:00+00,2019,4202972072,,s 1st ave,both,gibbons ave,new st,Pedestrian,39.974931,-75.820458,,,N,S,west,82,Chester,South Coatesville Borough,111081
-75.820128,39.9747630000001,148908,jr,,2019/05/15 00:00:00+00,2019,4202972072,,s 1st ave,both,franklin st,gibbons ave,Pedestrian,39.974763,-75.820128,,,N,S,east,59,Chester,South Coatesville Borough,111082
-75.2676049999999,39.9185150000001,148909,jr,,2019/05/23 00:00:00+00,2019,4204515232,,springfield rd,both,e lynbrook rd,w lynbrook rd,Pedestrian,39.918515,-75.267605,,,E,W,south,36,Delaware,Collingdale Borough,111083
-75.267849,39.918712,148910,jr,,2019/05/23 00:00:00+00,2019,4204518152,,springfield rd,both,e lynbrook rd,w lynbrook rd,Pedestrian,39.918712,-75.267849,,,E,W,north,179,Delaware,Darby Borough,111084
-75.274309,39.937865,148912,jr,,2019/05/23 00:00:00+00,2019,4204541440,,w baltimore avenue,both,runnemede ave,owens ave,Pedestrian,39.937865,-75.274309,,,E,W,north,226,Delaware,Lansdowne Borough,111085
-75.4237189999999,39.824257,148913,jr,,2019/05/15 00:00:00+00,2019,4204544888,,huddell avenue,both,worrilow st,palmer dr,Pedestrian,39.824257,-75.423719,,,N,S,east,54,Delaware,Lower Chichester Township,111086
-75.423197,39.823563,148914,jr,,2019/05/15 00:00:00+00,2019,4204544888,,huddell avenue,both,ridge rd,pechman dr,Pedestrian,39.823563,-75.423197,,,N,S,east,179,Delaware,Lower Chichester Township,111087
-75.4615709999999,40.192682,148915,jr,,2019/05/23 00:00:00+00,2019,4209115192,,e main st,both,w 9th ave,w 8th ave,Pedestrian,40.192682,-75.461571,,,W,E,south,52,Montgomery,Collegeville Borough,111088
-75.4615039999999,40.192779,148916,jr,,2019/05/23 00:00:00+00,2019,4209115192,,e main st,both,w 9th ave,w 8th ave,Pedestrian,40.192779,-75.461504,,,W,E,north,28,Montgomery,Collegeville Borough,111089
-75.302632,40.2421600000001,148917,jf,,2019/05/15 00:00:00+00,2019,4209177152,,allentown rd,both,s valley forge rd,nash ave,Pedestrian,40.24216,-75.302632,,,N,S,east,91,Montgomery,Towamencin Township,111090
-75.302788,40.241988,148918,jf,,2019/05/15 00:00:00+00,2019,4209177152,,allentown rd,both,s valley forge rd,nash ave,Pedestrian,40.241988,-75.302788,,,S,N,west,16,Montgomery,Towamencin Township,111091
-75.3058619999999,40.2478120000001,148920,jf,,2019/05/15 00:00:00+00,2019,4209177152,,allentown rd,both,woodlawn dr,weikel rd,Pedestrian,40.247812,-75.305862,,,W,E,east,17,Montgomery,Towamencin Township,111092
-75.485607,39.8499320000001,148945,jr,,2019/05/15 00:00:00+00,2019,4204506024,,bethel rd,both,foulk rd,hammond dr,Pedestrian,39.849932,-75.485607,,,S,N,west,16,Delaware,Bethel Township,111211
-75.3838239999999,39.9090380000001,148946,jr,,2019/05/15 00:00:00+00,2019,4204553104,,wallingford ave,both,forrest ave,anderson st,Pedestrian,39.909038,-75.383824,,,W,E,north,60,Delaware,Nether Providence Township,111212
-75.360688,39.9640430000001,148947,jr,,2019/05/15 00:00:00+00,2019,4204547616,,mac larie la,both,hedgerow dr,farmhouse rd,Pedestrian,39.964043,-75.360688,,,N,S,east,18,Delaware,Marple Township,111213
-75.360821,39.9641050000001,148948,jr,,2019/05/15 00:00:00+00,2019,4204547616,,"mac larie la
Lane",both,hedgerow dr,farmhouse rd,Pedestrian,39.964105,-75.360821,,,N,S,west,41,Delaware,Marple Township,111214
-75.285828,39.8883700000001,148949,jr,,2019/05/15 00:00:00+00,2019,4204526408,,taylor dr,both,carter rd,delmar dr,Pedestrian,39.88837,-75.285828,,,S,N,east,90,Delaware,Folcroft Borough,111215
-75.2859359999999,39.88852,148950,jr,,2019/05/15 00:00:00+00,2019,4204526408,,taylor dr,both,carter rd,delmar dr,Pedestrian,39.88852,-75.285936,,,N,S,west,133,Delaware,Folcroft Borough,111216
-75.394443,39.9186730000001,148952,jr,,2019/05/15 00:00:00+00,2019,4204548480,,w state st,both,s lemon st,s orange st,Pedestrian,39.918673,-75.394443,,,E,W,north,322,Delaware,Media Borough,111217
-75.320621,39.9192330000001,148953,jr,,2019/05/23 00:00:00+00,2019,4204573032,,glendale circle,both,joseph place,edgewood dr,Pedestrian,39.919233,-75.320621,,,S,N,west,30,Delaware,Springfield Township,111218
-75.320302,39.919568,148954,jr,,2019/05/23 00:00:00+00,2019,4204573032,,glendale circle,both,joseph place,edgewood dr,Pedestrian,39.919568,-75.320302,,,N,S,east,19,Delaware,Springfield Township,111219
-75.2711849999999,39.9053250000001,148955,jr,,2019/05/15 00:00:00+00,2019,4204569752,,sharon ave,both,woodlawn ave,school st,Pedestrian,39.905325,-75.271185,,,N,S,west,158,Delaware,Sharon Hill Borough,111220
-75.27115,39.905446,148956,jr,,2019/05/15 00:00:00+00,2019,4204569752,,sharon ave,both,woodlawn ave,school st,Pedestrian,39.905446,-75.27115,,,S,N,east,245,Delaware,Sharon Hill Borough,111221
-75.2075629999999,40.1569690000001,148966,jf,,2019/05/25 00:00:00+00,2019,4209179008,,loch alsh ave,both,cedar rd,hoffman rd,Pedestrian,40.156969,-75.207563,,,W,E,north,38,Montgomery,Upper Dublin Township,111326
-75.2077829999999,40.156975,148967,jf,,2019/05/25 00:00:00+00,2019,4209179008,,loch alsh ave,both,cedar rd,hoffman rd,Pedestrian,40.156975,-75.207783,,,E,W,south,39,Montgomery,Upper Dublin Township,111327
-75.52315,40.1838210000001,148968,jr,,2019/05/23 00:00:00+00,2019,4209179256,,vaughn rd,both,school la,orchard ct,Pedestrian,40.183821,-75.52315,,,S,N,west,65,Montgomery,Upper Providence Township,111328
-75.523073,40.183702,148969,jr,,2019/05/23 00:00:00+00,2019,4209179256,,vaughn rd,both,school la,orchard ct,Pedestrian,40.183702,-75.523073,,,N,S,east,80,Montgomery,Upper Providence Township,111329
-75.153762,40.1242770000001,148971,jf,,2019/05/28 00:00:00+00,2019,4209100156,,central ave,both,spear ave,lincoln ave,Pedestrian,40.124277,-75.153762,,,S,N,west,38,Montgomery,Abington Township,111330
-75.153846,40.1240910000001,148972,jf,,2019/05/28 00:00:00+00,2019,4209100156,,central ave,both,spear ave,lincoln ave,Pedestrian,40.124091,-75.153846,,,N,S,east,29,Montgomery,Abington Township,111331
-75.325433,40.2378360000001,148973,jf,,2019/05/28 00:00:00+00,2019,4209177152,,troxel rd,both,sumneytown pk,mark dr,Pedestrian,40.237836,-75.325433,,,N,S,east,4,Montgomery,Towamencin Township,111332
-75.3255619999999,40.2379050000001,148974,jf,,2019/05/28 00:00:00+00,2019,4209177152,,troxel rd,both,sumneytown pk,mark dr,Pedestrian,40.237905,-75.325562,,,S,N,west,6,Montgomery,Towamencin Township,111333
-75.222438,40.1609780000001,148975,jf,,2019/05/28 00:00:00+00,2019,4209102264,,hendricks st,both,tennis ave,edgewood dr,Pedestrian,40.160978,-75.222438,,,W,E,north,71,Montgomery,Ambler Borough,111334
-75.222302,40.16081,148976,jf,,2019/05/28 00:00:00+00,2019,4209102264,,hendricks st,both,tennis ave,edgewood dr,Pedestrian,40.16081,-75.222302,,,E,W,south,86,Montgomery,Ambler Borough,111335
-75.350132,40.1206770000001,148978,jr,,2019/05/23 00:00:00+00,2019,4209154656,,w marshall st,both,kohn st,george st,Pedestrian,40.120677,-75.350132,,,W,E,south,846,Montgomery,Norristown Borough,111336
-74.812511,40.198334,148870,jf,,2019/05/15 00:00:00+00,2019,4201725112,,w trenton ave,both,nicoles way,valarie rd,Pedestrian,40.198334,-74.812511,,,N,S,east,5,Bucks,Falls Township,111468
-75.4098059999999,39.986007,148887,jr,,2019/04/25 00:00:00+00,2019,4204554224,3,west chester pike,both,ellis ave,school la,Pedestrian,39.986007,-75.409806,,,W,E,south,52,Delaware,Newtown Township,111469
-75.312651,39.8913170000001,148889,jr,,2019/04/25 00:00:00+00,2019,4204562792,420,lincoln ave,both,15th ave,16th ave,Pedestrian,39.891317,-75.312651,,,S,N,east,114,Delaware,Prospect Park Borough,111470
-74.9827119999999,40.136623,148903,jf,,2019/05/15 00:00:00+00,2019,4201705616,132,e street rd,both,rail ave,reading ave,Pedestrian,40.136623,-74.982712,,,W,E,north,12,Bucks,Bensalem Township,111471
-75.273835,39.937866,148911,jr,,2019/05/23 00:00:00+00,2019,4204541440,,w baltimore avenue,both,runnemede ave,owens ave,Pedestrian,39.937866,-75.273835,,,W,E,south,147,Delaware,Lansdowne Borough,111472
-75.3075499999999,40.249037,148919,jf,,2019/05/15 00:00:00+00,2019,4209177152,,allentown rd,both,woodlawn dr,weikel rd,Pedestrian,40.249037,-75.30755,,,N,S,east,29,Montgomery,Towamencin Township,111473
-75.3006839999999,40.0156030000001,148970,jr,,2019/05/23 00:00:00+00,2019,4209144976,,old lancaster rd,both,booth la,montgomery ave,Pedestrian,40.015603,-75.300684,,,E,W,north,78,Montgomery,Lower Merion Township,111474
-75.349903,40.1206700000001,148977,jr,,2019/05/23 00:00:00+00,2019,4209154656,,w marshall st,both,kohn st,george st,Pedestrian,40.12067,-75.349903,,,E,W,north,1096,Montgomery,Norristown Borough,111475
-75.088312,39.9875210000001,150599,bn,,2019/09/10 00:00:00+00,2019,4210160109,,castor ave,both,delaware ave,richmond st,Pedestrian,39.987521,-75.088312,,,E,W,south,10,Philadelphia,River Wards,111735
-75.088223,39.987556,150600,bn,,2019/09/10 00:00:00+00,2019,4210160109,,castor ave,both,delaware ave,richmond st,Pedestrian,39.987556,-75.088223,,,W,E,north,12,Philadelphia,River Wards,111736
-75.408304,40.0470760000001,148883,jr,,2019/04/25 00:00:00+00,2019,4202977344,30,lancaster ave,both,e conestoga rd,devon driveway,Pedestrian,40.047076,-75.408304,,,E,W,south,46,Chester,Tredyffrin Township,112281
-75.05587,39.7111600000001,156206,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail along cr 689 glassboro-crosskeys rd,both,appletree ln,orchardview dr,Pedestrian,39.71116,-75.05587,,,W,E,,63,Gloucester,Washington Township,115009
-75.07392,39.7131200000001,156208,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail along cr 658 pitman-downer rd,both,moray ln,derby dr,Pedestrian,39.71312,-75.07392,,,N,S,,146,Gloucester,Washington Township,115011
-75.1067199999999,39.74643,156210,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail behind hurffville fd,both,washington twp football fields,davis way,Pedestrian,39.74643,-75.10672,,,S,N,,73,Gloucester,Washington Township,115013
-75.188185,39.9399110000001,154069,vg,,2020/08/26 00:00:00+00,2020,4210160112,,grays ferry ave,east,ellsworth st,washington ave,Pedestrian,39.939911,-75.188185,,,E,W,south,199,Philadelphia,South,115687
-75.188327,39.939962,154070,vg,,2020/08/26 00:00:00+00,2020,4210160112,,grays ferry ave,west,ellsworth st,washington ave,Pedestrian,39.939962,-75.188327,,,W,E,north,147,Philadelphia,South,115688
-75.0471449999999,40.0169070000001,153608,vg,,2021/04/07 00:00:00+00,2021,4210160104,,tacony palmyra bridge,west,levick st,milnor st / elbridge st underpass,Pedestrian,40.016907,-75.047145,,,W,E,S,38,Philadelphia,North Delaware,115754
-75.048641,40.018066,153609,vg,,2021/04/07 00:00:00+00,2021,4210160104,,levick st,both,pa 73 new state rd,keystone st,Pedestrian,40.018066,-75.048641,,,E,W,W,46,Philadelphia,North Delaware,115755
-75.048848,40.0179820000001,153610,vg,,2021/04/07 00:00:00+00,2021,4210160104,,levick st,both,pa 73 new state rd,keystone st,Pedestrian,40.017982,-75.048848,,,E,W,E,18,Philadelphia,North Delaware,115756
-75.185278,39.941812,154046,vg,,2020/08/26 00:00:00+00,2020,4210160112,,grays ferry ave,both,carpenter st,christian st,Pedestrian,39.941812,-75.185278,,,N,S,east,217,Philadelphia,South,115772
-75.185278,39.941812,154047,vg,,2020/08/26 00:00:00+00,2020,4210160112,,grays ferry ave,both,carpenter st,christian st,Pedestrian,39.941812,-75.185278,,,S,N,west,163,Philadelphia,South,115773
-75.135771,40.001018,154051,vg,,2020/08/27 00:00:00+00,2020,4210160101,,westmoreland st,both,3rd st,4th St,Pedestrian,40.001018,-75.135771,,,E,W,north,65,Philadelphia,North,115777
-75.135771,40.001018,154052,vg,,2020/08/27 00:00:00+00,2020,4210160101,,westmoreland st,both,3rd st,4th St,Pedestrian,40.001018,-75.135771,,,W,E,south,180,Philadelphia,North,115778
-75.110969,40.045533,156846,vg,,2021/01/26 00:00:00+00,2021,4210160115,,tacony creek trail,both,cheltenham presbyterian church lot,adams ave,Pedestrian,40.045533,-75.110969,,,S,N,none,6,Philadelphia,Upper North,115807
-75.114747,40.0398060000001,156848,vg,,2021/01/26 00:00:00+00,2021,4210160115,,e chew ave,both,crescentville rd,railroad tracks,Pedestrian,40.039806,-75.114747,,,N,S,none,23,Philadelphia,Upper North,115809
-75.111869,40.029483,156850,vg,,2021/01/26 00:00:00+00,2021,4210160115,,tacony creek trail,both,n tabor rd,us 1 roosevelt blvd,Pedestrian,40.029483,-75.111869,,,N,S,none,68,Philadelphia,Upper North,115811
-75.112403,40.0256690000001,156852,vg,,2021/01/26 00:00:00+00,2021,4210160101,,tacony creek trail,both,bingham st,whitaker ave,Pedestrian,40.025669,-75.112403,,,S,N,none,62,Philadelphia,North,115813
-75.1067669999999,40.022186,156854,vg,,2021/01/26 00:00:00+00,2021,4210160114,,tacony creek trail,both,whitaker ave,e fishers ln,Pedestrian,40.022186,-75.106767,,,N,S,none,62,Philadelphia,Lower Northeast,115815
-75.106347,40.01975,156856,vg,,2021/01/26 00:00:00+00,2021,4210160114,,I st,both,e wyoming ave,tacony creek trail / e fishers ln,Pedestrian,40.01975,-75.106347,,,S,N,none,33,Philadelphia,Lower Northeast,115817
-75.179862,39.9545400000001,155236,vg,,2020/10/10 00:00:00+00,2020,4210160103,3,market st bridge,,schuylkill ave,23rd st,Pedestrian,39.95454,-75.179862,,,W,E,north,1122,Philadelphia,Central,116019
-75.179905,39.954285,155237,vg,,2020/10/10 00:00:00+00,2020,4210160103,,market st bridge,,schuykill ave,23rd st,Pedestrian,39.954285,-75.179905,,,E,W,south,1319,Philadelphia,Central,116020
-75.180382,39.9514150000001,155240,vg,,2020/10/10 00:00:00+00,2020,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951415,-75.180382,,,W,E,north,1361,Philadelphia,Central,116023
-75.1804299999999,39.9512790000001,155241,vg,,2020/10/10 00:00:00+00,2020,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951279,-75.18043,,,E,W,south,1728,Philadelphia,Central,116024
-75.179819,39.955543,155242,vg,,2020/10/16 00:00:00+00,2020,4210160103,,john f kennedy blvd,,schuykill ave,23rd st,Pedestrian,39.955543,-75.179819,,,W,E,north,287,Philadelphia,Central,116025
-75.179862,39.9553540000001,155243,vg,,2020/10/16 00:00:00+00,2020,4210160103,3,john f kennedy blvd,,schuylkill ave,23rd st,Pedestrian,39.955354,-75.179862,,,E,W,south,1564,Philadelphia,Central,116026
-75.1565859999999,39.959302,155244,vg,,2020/10/16 00:00:00+00,2020,4210160103,,11th st,,noble st,callowhill st,Pedestrian,39.959302,-75.156586,,,N,S,east,478,Philadelphia,Central,116027
-75.15672,39.959347,155245,vg,,2020/10/16 00:00:00+00,2020,4210160103,,11th st,,noble st,callowhill st,Pedestrian,39.959347,-75.15672,,,S,N,west,333,Philadelphia,Central,116028
-75.1475839999999,39.9411870000001,155246,vg,,2021/01/13 00:00:00+00,2021,4210160103,,3rd st,,bainbridge st,south st,Pedestrian,39.941187,-75.147584,,,N,S,east,902,Philadelphia,Central,116029
-75.145637,39.940998,155248,vg,,2020/10/20 00:00:00+00,2020,4210160103,,2nd st,,south st,bainbridge st,Pedestrian,39.940998,-75.145637,,,N,S,east,649,Philadelphia,Central,116030
-75.145766,39.941018,155249,vg,,2020/10/20 00:00:00+00,2020,4210160103,,2nd st,,south st,bainbridge st,Pedestrian,39.941018,-75.145766,,,S,N,west,1231,Philadelphia,Central,116031
-75.144044,39.940817,155250,vg,,2020/10/20 00:00:00+00,2020,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.940817,-75.144044,,,S,N,east,750,Philadelphia,Central,116032
-75.144172,39.9407800000001,155251,vg,,2020/10/20 00:00:00+00,2020,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.94078,-75.144172,,,S,N,west,642,Philadelphia,Central,116033
-75.1507329999999,39.941582,155254,vg,,2020/10/20 00:00:00+00,2020,4210160103,,5th st,,bainbridge st,south st,Pedestrian,39.941582,-75.150733,,,N,S,east,725,Philadelphia,Central,116036
-75.150862,39.941606,155255,vg,,2020/10/20 00:00:00+00,2020,4210160103,,5th st,,bainbridge st,south st,Pedestrian,39.941606,-75.150862,,,S,N,west,1799,Philadelphia,Central,116037
-75.14914,39.941421,155256,vg,,2021/01/13 00:00:00+00,2021,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941421,-75.14914,,,S,N,east,1492,Philadelphia,Central,116038
-75.1492739999999,39.9414340000001,155257,vg,,2021/01/13 00:00:00+00,2021,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941434,-75.149274,,,N,S,west,1454,Philadelphia,Central,116039
-75.177003,39.944695,155258,vg,,2020/10/20 00:00:00+00,2020,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944695,-75.177003,,,S,N,east,995,Philadelphia,Central,116040
-75.177131,39.9447070000001,155259,vg,,2020/10/20 00:00:00+00,2020,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944707,-75.177131,,,N,S,west,788,Philadelphia,Central,116041
-75.175066,39.944469,155260,vg,,2020/10/20 00:00:00+00,2020,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944469,-75.175066,,,N,S,east,823,Philadelphia,Central,116042
-75.1752,39.9444810000001,155261,vg,,2020/10/20 00:00:00+00,2020,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944481,-75.1752,,,N,S,west,964,Philadelphia,Central,116043
-75.173483,39.944267,155262,vg,,2020/11/05 00:00:00+00,2020,4210160103,,19th st,,bainbridge st,south st,Pedestrian,39.944267,-75.173483,,,N,S,east,4054,Philadelphia,Central,116044
-75.173661,39.9441190000001,155263,vg,,2020/10/22 00:00:00+00,2020,4210160103,,19th st,,bainbridge st,south st,Pedestrian,39.944119,-75.173661,,,S,N,west,881,Philadelphia,Central,116045
-75.171906,39.9441360000001,155264,vg,,2020/10/22 00:00:00+00,2020,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944136,-75.171906,,,N,S,east,1080,Philadelphia,Central,116046
-75.17204,39.944152,155265,vg,,2020/10/22 00:00:00+00,2020,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944152,-75.17204,,,S,N,west,1765,Philadelphia,Central,116047
-75.170335,39.9439830000001,155266,vg,,2020/10/22 00:00:00+00,2020,4210160103,,17th st,,bainbridge st,south st,Pedestrian,39.943983,-75.170335,,,N,S,east,860,Philadelphia,Central,116048
-75.1704579999999,39.9440040000001,155267,vg,,2020/10/22 00:00:00+00,2020,4210160103,,17th st,,bainbridge st,south st,Pedestrian,39.944004,-75.170458,,,S,N,west,396,Philadelphia,Central,116049
-75.168757,39.9438190000001,155268,vg,,2020/10/27 00:00:00+00,2020,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943819,-75.168757,,,N,S,east,721,Philadelphia,Central,116050
-75.168875,39.9438480000001,155269,vg,,2020/10/27 00:00:00+00,2020,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943848,-75.168875,,,N,S,west,564,Philadelphia,Central,116051
-75.167298,39.9436460000001,155271,vg,,2020/10/27 00:00:00+00,2020,4210160103,,15th st,,south st,bainbridge st,Pedestrian,39.943646,-75.167298,,,S,N,west,736,Philadelphia,Central,116052
-75.16541,39.943387,155272,vg,,2020/11/03 00:00:00+00,2020,4210160103,291,broad st,,bainbridge st,south st,Pedestrian,39.943387,-75.16541,,,N,S,east,13655,Philadelphia,Central,116153
-75.1657099999999,39.9434120000001,155273,vg,,2020/11/03 00:00:00+00,2020,4210160103,291,broad st,,bainbridge st,south st,Pedestrian,39.943412,-75.16571,,,S,N,west,52970,Philadelphia,Central,116154
-75.1581899999999,39.959351,155274,vg,,2020/11/04 00:00:00+00,2020,4210160103,,12th st,,callowhill st,noble st,Pedestrian,39.959351,-75.15819,,,N,S,east,7100,Philadelphia,Central,116155
-75.1583239999999,39.959388,155275,vg,,2020/11/04 00:00:00+00,2020,4210160103,,12th st,,callowhill st,noble st,Pedestrian,39.959388,-75.158324,,,S,N,west,3332,Philadelphia,Central,116156
-75.159777,39.959507,155276,vg,,2020/11/04 00:00:00+00,2020,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959507,-75.159777,,,N,S,east,349,Philadelphia,Central,116157
-75.159869,39.9595110000001,155277,vg,,2020/11/04 00:00:00+00,2020,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959511,-75.159869,,,N,S,west,19072,Philadelphia,Central,116158
-75.1618109999999,39.9598490000001,155278,vg,,2020/11/04 00:00:00+00,2020,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959849,-75.161811,,,N,S,east,1728,Philadelphia,Central,116159
-75.162111,39.959869,155279,vg,,2020/11/04 00:00:00+00,2020,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959869,-75.162111,,,S,N,west,191,Philadelphia,Central,116160
-75.165104,39.9605520000001,155282,vg,,2020/11/05 00:00:00+00,2020,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960552,-75.165104,,,N,S,east,750,Philadelphia,Central,116163
-75.165244,39.960585,155283,vg,,2020/11/05 00:00:00+00,2020,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960585,-75.165244,,,S,N,west,773,Philadelphia,Central,116164
-75.1666329999999,39.9607080000001,155284,vg,,2020/11/05 00:00:00+00,2020,4210160103,,17th st,,callowhill st,buttonwood st,Pedestrian,39.960708,-75.166633,,,N,S,east,241,Philadelphia,Central,116165
-75.166837,39.9607490000001,155285,vg,,2020/11/05 00:00:00+00,2020,4210160103,,17th st,,callowhill st,buttonwood st,Pedestrian,39.960749,-75.166837,,,S,N,west,1256,Philadelphia,Central,116166
-75.169798,39.961062,155286,vg,,2020/11/05 00:00:00+00,2020,4210160103,,19th st,,hamilton st,callowhill st,Pedestrian,39.961062,-75.169798,,,S,N,east,742,Philadelphia,Central,116167
-75.171429,39.961053,155287,vg,,2020/11/05 00:00:00+00,2020,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961053,-75.171429,,,N,S,east,713,Philadelphia,Central,116168
-75.171574,39.9612260000001,155288,vg,,2020/11/05 00:00:00+00,2020,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961226,-75.171574,,,S,N,west,2838,Philadelphia,Central,116169
-75.17321,39.9620850000001,155289,vg,,2020/11/06 00:00:00+00,2020,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962085,-75.17321,,,N,S,east,1354,Philadelphia,Central,116170
-75.173376,39.962069,155290,vg,,2020/11/06 00:00:00+00,2020,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962069,-75.173376,,,N,S,west,120,Philadelphia,Central,116171
-75.175916,39.96232,155291,vg,,2020/11/10 00:00:00+00,2020,4210160103,,ben franklin pkwy outer la,,22nd st,eakins oval,Pedestrian,39.96232,-75.175916,,,S,N,east,651,Philadelphia,Central,116172
-75.1747819999999,39.9621680000001,155292,vg,,2020/11/10 00:00:00+00,2020,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962168,-75.174782,,,N,S,east,21165,Philadelphia,Central,116173
-75.1750019999999,39.962225,155293,vg,,2020/11/10 00:00:00+00,2020,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962225,-75.175002,,,N,S,west,667,Philadelphia,Central,116174
-75.155604,39.9421610000001,155294,vg,,2020/12/08 00:00:00+00,2020,4210160103,,8th st,,bainbridge st,south st,Pedestrian,39.942161,-75.155604,,,S,N,west,715,Philadelphia,Central,116175
-75.153893,39.941985,155295,vg,,2020/11/10 00:00:00+00,2020,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941985,-75.153893,,,N,S,east,3352,Philadelphia,Central,116176
-75.154027,39.9419810000001,155296,vg,,2020/11/10 00:00:00+00,2020,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941981,-75.154027,,,S,N,west,713,Philadelphia,Central,116177
-75.152315,39.941808,155297,vg,,2020/11/11 00:00:00+00,2020,4210160103,,6th st,,bainbridge st,south st,Pedestrian,39.941808,-75.152315,,,N,S,east,560,Philadelphia,Central,116178
-75.152439,39.941812,155298,vg,,2020/11/11 00:00:00+00,2020,4210160103,,6th st,,bainbridge st,south st,Pedestrian,39.941812,-75.152439,,,S,N,west,834,Philadelphia,Central,116179
-75.17859,39.9448800000001,155299,vg,,2020/11/12 00:00:00+00,2020,4210160103,,22nd st,,south st,bainbridge st,Pedestrian,39.94488,-75.17859,,,N,S,east,1339,Philadelphia,Central,116180
-75.178751,39.944781,155300,vg,,2020/11/12 00:00:00+00,2020,4210160103,,22nd st,,south st,bainbridge st,Pedestrian,39.944781,-75.178751,,,N,S,west,1388,Philadelphia,Central,116181
-75.1633179999999,39.9431070000001,155301,vg,,2020/11/12 00:00:00+00,2020,4210160103,,13th st,,bainbridge st,south st,Pedestrian,39.943107,-75.163318,,,S,N,east,587,Philadelphia,Central,116294
-75.1634999999999,39.943181,155302,vg,,2020/11/12 00:00:00+00,2020,4210160103,,13th st,,bainbridge st,south st,Pedestrian,39.943181,-75.1635,,,N,S,west,556,Philadelphia,Central,116295
