X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,sidewalk,aadp,co_name,mun_name,id
-75.1507329999999,39.941582,71762,jh,,2010/11/12 00:00:00+00,2010,4210160103,,5th st,,bainbridge st,south st,Pedestrian,39.941582,-75.150733,1.001,1.0622,north,south,east,738,Philadelphia,Central,31667
-75.1563659999999,39.9491080000001,70704,sb,,2010/09/23 00:00:00+00,2010,4210160103,,sansom st,,10th st,9th st,Pedestrian,39.949108,-75.156366,0.949,1.0622,west,east,south,4353,Philadelphia,Central,32325
-75.1565909999999,39.9491980000001,70703,sb,,2010/09/23 00:00:00+00,2010,4210160103,,sansom st,,10th st,9th st,Pedestrian,39.949198,-75.156591,0.949,1.0622,west,east,north,1007,Philadelphia,Central,37134
-75.1633179999999,39.9431070000001,71627,jh,,2010/10/29 00:00:00+00,2010,4210160103,,13th st,,bainbridge st,south st,Pedestrian,39.943107,-75.163318,1.001,1.0622,north,south,east,503,Philadelphia,Central,41756
-75.154027,39.9419810000001,71683,jh,,2010/11/12 00:00:00+00,2010,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941981,-75.154027,1.001,1.0622,north,south,west,923,Philadelphia,Central,42444
-75.2590299999999,39.9729760000001,79220,jh,,2011/07/22 00:00:00+00,2011,4210160106,,lansdowne ave,,haverford ave,75th st,Pedestrian,39.972976,-75.25903,0.9,1.0622,north,south,east,64,Philadelphia,West Park,51058
-75.1847969999999,39.9458050000001,71583,sb,,2010/10/08 00:00:00+00,2010,4210160103,,schuylkill ave,,bainbridge st,27th st,Pedestrian,39.945805,-75.184797,0.968,1.0622,north,south,east,117,Philadelphia,Central,51773
-75.2408609999999,39.9565020000001,84485,jh,,2012/02/28 00:00:00+00,2012,4210160111,,spruce st,,60th st,59th st,Pedestrian,39.956502,-75.240861,1.059,1.0622,east,west,north,499,Philadelphia,West,65847
-75.16355086,39.92753107,149145,bn,,2019/07/12 00:00:00+00,2019,4210160112,,11th st,north,moore st,pierce st,Pedestrian,39.92753107,-75.16355086,,,S,N,east,185,Philadelphia,South,68549
-75.172336,39.953579,104327,jh,,2013/11/01 00:00:00+00,2013,4210160103,3,market st,,20th st,19th st,Pedestrian,39.953579,-75.172336,1.001,1.0622,east,west,north,3675,Philadelphia,Central,69335
-75.227863,39.935301,78723,jh,,2011/06/04 00:00:00+00,2011,4210160110,,58th st,,chester ave,kingsessing ave,Pedestrian,39.935301,-75.227863,0.93,1.0622,north,south,east,354,Philadelphia,University - Southwest,2818
-75.228099,39.9352640000001,78724,jh,,2011/06/04 00:00:00+00,2011,4210160110,,58th st,,chester ave,kingsessing ave,Pedestrian,39.935264,-75.228099,0.93,1.0622,north,south,west,495,Philadelphia,University - Southwest,3252
-75.179819,39.955543,71870,jh,,2011/05/10 00:00:00+00,2011,4210160103,,john f kennedy blvd,,schuykill ave,23rd st,Pedestrian,39.955543,-75.179819,0.962,1.0622,west,east,north,501,Philadelphia,Central,3942
-75.179862,39.9553540000001,71871,jh,,2011/05/10 00:00:00+00,2011,4210160103,3,john f kennedy blvd,,schuylkill ave,23rd st,Pedestrian,39.955354,-75.179862,0.962,1.0622,west,east,south,1285,Philadelphia,Central,3943
-75.179862,39.9545400000001,71874,jh,,2011/06/18 00:00:00+00,2011,4210160103,3,market st bridge,,schuylkill ave,23rd st,Pedestrian,39.95454,-75.179862,0.93,1.0622,east,west,north,2825,Philadelphia,Central,4453
-75.179905,39.954285,71875,jh,,2011/06/18 00:00:00+00,2011,4210160103,,market st bridge,,schuykill ave,23rd st,Pedestrian,39.954285,-75.179905,0.93,1.0622,west,east,south,1337,Philadelphia,Central,4454
-75.1798939999999,39.952908,71877,jh,,2011/04/19 00:00:00+00,2011,4210160103,,chestnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.952908,-75.179894,1.012,1.0622,west,east,north,796,Philadelphia,Central,4916
-75.179942,39.9527840000001,71878,jh,,2011/05/07 00:00:00+00,2011,4210160103,,chestnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.952784,-75.179942,0.962,1.0622,east,west,south,893,Philadelphia,Central,4917
-75.180382,39.9514150000001,71880,jh,,2011/04/19 00:00:00+00,2011,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951415,-75.180382,1.012,1.0622,west,east,north,1562,Philadelphia,Central,4919
-75.1804299999999,39.9512790000001,71881,jh,,2011/04/19 00:00:00+00,2011,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951279,-75.18043,1.012,1.0622,west,east,south,2493,Philadelphia,Central,4920
-75.219929,39.928614,78739,jh,,2011/06/04 00:00:00+00,2011,4210160110,,58th st,,elmwood ave,lindbergh blvd,Pedestrian,39.928614,-75.219929,0.93,1.0622,north,south,east,112,Philadelphia,University - Southwest,6269
-75.2201239999999,39.9285590000001,78740,jh,,2011/06/04 00:00:00+00,2011,4210160102,,58th st,,elmwood ave,lindbergh blvd,Pedestrian,39.928559,-75.220124,0.93,1.0622,north,south,west,234,Philadelphia,Lower Southwest,6820
-75.14983,39.95336,69163,jh,Pedestrian Totals: Export to Excel to get directional data,2010/07/07 00:00:00+00,2010,4210160103,,6th st,,arch st,race st,Pedestrian,39.95336,-75.14983,0.9,1.0622,south,north,west,922,Philadelphia,Central,10586
-75.1501499999999,39.95198,69164,jh,Pedestrian Totals: Export to Excel to get directional data,2010/07/07 00:00:00+00,2010,4210160103,,6th st,,market st,arch st,Pedestrian,39.95198,-75.15015,0.9,1.0622,south,north,east,1181,Philadelphia,Central,10671
-75.2184589999999,39.9304500000001,78728,jh,,2011/06/09 00:00:00+00,2011,4210160110,,elmwood ave,,57th st,56th st,Pedestrian,39.93045,-75.218459,0.93,1.0622,west,east,south,286,Philadelphia,University - Southwest,15958
-75.2185709999999,39.9305410000001,78727,jh,,2011/06/23 00:00:00+00,2011,4210160110,,elmwood ave,,57th st,56th st,Pedestrian,39.930541,-75.218571,0.93,1.0622,east,west,north,430,Philadelphia,University - Southwest,16307
-75.100184,39.9817770000001,78735,jh,,2011/06/10 00:00:00+00,2011,4210160109,,allegheny ave,,richmond st,bath st,Pedestrian,39.981777,-75.100184,0.93,1.0622,east,west,north,95,Philadelphia,River Wards,19998
-75.100479,39.981699,78736,jh,,2011/06/10 00:00:00+00,2011,4210160109,,allegheny ave,,richmond st,bath st,Pedestrian,39.981699,-75.100479,0.93,1.0622,east,west,south,63,Philadelphia,River Wards,20232
-75.1589509999999,39.951847,73487,jh,,2011/01/20 00:00:00+00,2011,4210160103,,market st,,12th st,11th st,Pedestrian,39.951847,-75.158951,1.102,1.0622,east,west,north,7214,Philadelphia,Central,21607
-75.1565859999999,39.959302,71822,jh,,2011/04/12 00:00:00+00,2011,4210160103,,11th st,,noble st,callowhill st,Pedestrian,39.959302,-75.156586,1.012,1.0622,south,north,east,525,Philadelphia,Central,24473
-75.15672,39.959347,71823,jh,,2011/04/12 00:00:00+00,2011,4210160103,,11th st,,noble st,callowhill st,Pedestrian,39.959347,-75.15672,1.012,1.0622,north,south,west,330,Philadelphia,Central,24477
-75.167674,39.93809,79157,jh,Wednesday 7/13 and Friday 7/15 midday data low due to probable vehicle parked on sidewalk,2011/07/12 00:00:00+00,2011,4210160103,,washington ave,,15th st,pa 291 broad st,Pedestrian,39.93809,-75.167674,0.9,1.0622,east,west,north,1178,Philadelphia,Central,24967
-75.1677809999999,39.937872,79158,jh,,2011/07/12 00:00:00+00,2011,4210160112,,washington ave,,15th st,pa 291 broad st,Pedestrian,39.937872,-75.167781,0.9,1.0622,east,west,south,650,Philadelphia,South,24968
-75.14012,39.9522200000001,79142,jh,,2011/07/29 00:00:00+00,2011,4210160103,,christopher columbus blvd,,market st,race st,Pedestrian,39.95222,-75.14012,0.888,1.0622,north,south,east,1278,Philadelphia,Central,25212
-75.140506,39.9529700000001,79143,jh,,2011/07/29 00:00:00+00,2011,4210160103,,christopher columbus blvd,,market st,race st,Pedestrian,39.95297,-75.140506,0.888,1.0622,north,south,west,203,Philadelphia,Central,25213
-75.158474,39.9338940000001,79150,jh,,2011/07/12 00:00:00+00,2011,4210160112,,passyunk ave,,latona st,federal st,Pedestrian,39.933894,-75.158474,0.9,1.0622,north,south,east,746,Philadelphia,South,25641
-75.154837,39.935507,79153,jh,,2011/07/16 00:00:00+00,2011,4210160112,,washington ave,,7th st,6th st,Pedestrian,39.935507,-75.154837,0.9,1.0622,east,west,north,464,Philadelphia,South,26019
-75.154907,39.9352890000001,79154,jh,,2011/07/16 00:00:00+00,2011,4210160112,,washington ave,,7th st,6th st,Pedestrian,39.935289,-75.154907,0.9,1.0622,west,east,south,666,Philadelphia,South,26020
-75.420515,40.1064000000001,78858,jh,,2011/06/15 00:00:00+00,2011,4209179136,,s trooper rd,both,pa 23 port kennedy rd,railroad overpass,Pedestrian,40.1064,-75.420515,0.93,1.0622,south,north,,475,Montgomery,Upper Merion Township,26277
-75.16526,39.9118350000001,79127,jh,,2011/06/24 00:00:00+00,2011,4210160112,,10th st,,packer ave,bigler st,Pedestrian,39.911835,-75.16526,0.93,1.0622,north,south,east,379,Philadelphia,South,26417
-75.1655499999999,39.9119010000001,79128,jh,,2011/06/24 00:00:00+00,2011,4210160112,,10th st,,packer ave,bigler st,Pedestrian,39.911901,-75.16555,0.93,1.0622,south,north,west,335,Philadelphia,South,26418
-75.2242469999999,39.9584380000001,76389,jh,,2011/05/03 00:00:00+00,2011,4210160111,3,chestnut st,,52nd st,51st st,Pedestrian,39.958438,-75.224247,0.962,1.0622,east,west,north,574,Philadelphia,West,26753
-75.182855,39.9231290000001,79132,jh,Monday July 4: Independence Day Holiday,2011/06/28 00:00:00+00,2011,4210160112,,passyunk ave,,22nd st,21st st,Pedestrian,39.923129,-75.182855,0.9,1.0622,east,west,north,389,Philadelphia,South,26857
-75.174146,39.9250250000001,79135,jh,,2011/07/09 00:00:00+00,2011,4210160112,,snyder ave,,17th st,chadwick st,Pedestrian,39.925025,-75.174146,0.9,1.0622,east,west,north,1113,Philadelphia,South,26858
-75.1741969999999,39.924873,79136,jh,,2011/07/29 00:00:00+00,2011,4210160112,,snyder ave,,17th st,chadwick st,Pedestrian,39.924873,-75.174197,0.888,1.0622,west,east,south,598,Philadelphia,South,26859
-75.1639719999999,39.9293490000001,79139,jh,,2011/07/09 00:00:00+00,2011,4210160112,,passyunk ave,,12th st,tasker st,Pedestrian,39.929349,-75.163972,0.9,1.0622,north,south,east,1748,Philadelphia,South,26862
-75.164058,39.929423,79140,jh,,2011/07/09 00:00:00+00,2011,4210160112,,passyunk ave,,12th st,tasker st,Pedestrian,39.929423,-75.164058,0.9,1.0622,north,south,west,1035,Philadelphia,South,27302
-75.2335649999999,39.9377480000001,79361,jh,Monday July 4: Independence Day Holiday,2011/06/28 00:00:00+00,2011,4210160110,,59th st,,beaumont ave,cobbs creek parkway,Pedestrian,39.937748,-75.233565,0.9,1.0622,north,south,west,106,Philadelphia,University - Southwest,27350
-75.215337,39.983999,79205,jh,,2011/08/02 00:00:00+00,2011,4210160106,,belmont ave,,lansdowne dr,states dr,Pedestrian,39.983999,-75.215337,0.888,1.0622,north,south,west,50,Philadelphia,West Park,29814
-75.1454439999999,39.9508720000001,76421,jh,Monday 5/30 Memorial Day excluded from weekday aggregation,2011/05/24 00:00:00+00,2011,4210160103,,3rd st,,market st,arch st,Pedestrian,39.950872,-75.145444,0.962,1.0622,north,south,east,3354,Philadelphia,Central,30119
-75.234316,39.9960150000001,79196,jh,,2011/07/30 00:00:00+00,2011,4210160106,,54th st,,overbrook ave,us 1 city ave,Pedestrian,39.996015,-75.234316,0.888,1.0622,north,south,east,220,Philadelphia,West Park,30198
-75.234455,39.995838,79197,jh,,2011/07/30 00:00:00+00,2011,4210160106,,54th st,,overbrook ave,us 1 city ave,Pedestrian,39.995838,-75.234455,0.888,1.0622,south,north,west,485,Philadelphia,West Park,30199
-75.098677,40.013581,79184,jh,,2011/07/19 00:00:00+00,2011,4210160101,,cayuga st,,"""m"" st",castor ave,Pedestrian,40.013581,-75.098677,0.9,1.0622,west,east,north,109,Philadelphia,North,30256
-75.116251,39.9967500000001,79181,jh,,2011/07/19 00:00:00+00,2011,4210160101,,allegheny ave,,"""f"" st","""g"" st",Pedestrian,39.99675,-75.116251,0.9,1.0622,west,east,south,1079,Philadelphia,North,30531
-75.232921,39.991952,79192,jh,,2011/07/30 00:00:00+00,2011,4210160106,,wynnefield ave,,54th st,georges la,Pedestrian,39.991952,-75.232921,0.888,1.0622,west,east,north,10,Philadelphia,West Park,30590
-75.2328919999999,39.9917510000001,79193,jh,,2011/07/30 00:00:00+00,2011,4210160106,,wynnefield ave,,54th st,georges la,Pedestrian,39.991751,-75.232892,0.888,1.0622,west,east,south,136,Philadelphia,West Park,30591
-75.2180509999999,39.9949790000001,79200,jh,,2011/07/22 00:00:00+00,2011,4210160106,,belmont ave,,parkside ave,monument rd,Pedestrian,39.994979,-75.218051,0.9,1.0622,north,south,east,10,Philadelphia,West Park,30605
-75.218341,39.9949750000001,79201,jh,,2011/07/22 00:00:00+00,2011,4210160106,,belmont ave,,parkside ave,monument rd,Pedestrian,39.994975,-75.218341,0.9,1.0622,north,south,west,93,Philadelphia,West Park,30606
-75.207397,40.015005,79189,jh,,2011/08/05 00:00:00+00,2011,4210160108,,ridge ave,,kelly dr,main st,Pedestrian,40.015005,-75.207397,0.888,1.0622,south,north,west,915,Philadelphia,Lower Northwest,30684
-75.215009,39.984018,79204,jh,,2011/08/02 00:00:00+00,2011,4210160106,,belmont ave,,lansdowne dr,states dr,Pedestrian,39.984018,-75.215009,0.888,1.0622,north,south,east,57,Philadelphia,West Park,31001
-75.0987729999999,40.0134330000001,79185,jh,,2011/07/19 00:00:00+00,2011,4210160101,,cayuga st,,"""m"" st",castor ave,Pedestrian,40.013433,-75.098773,0.9,1.0622,west,east,south,219,Philadelphia,North,31129
-75.1707959999999,39.949827,70692,sb,,2010/10/28 00:00:00+00,2010,4210160103,,18th st,,chancellor st,walnut st,Pedestrian,39.949827,-75.170796,1.001,1.0622,south,north,west,2767,Philadelphia,Central,31290
-75.1572879999999,39.951555,70680,sb,,2010/08/19 00:00:00+00,2010,4210160103,,market st,,11th st,10th st,Pedestrian,39.951555,-75.157288,0.888,1.0622,west,east,south,7580,Philadelphia,Central,31426
-75.171096,39.9502800000001,70707,sb,,2010/10/20 00:00:00+00,2010,4210160103,,walnut st,,19th st,18th st,Pedestrian,39.95028,-75.171096,0.968,1.0622,east,west,north,4423,Philadelphia,Central,31483
-75.1712889999999,39.9501480000001,70708,sb,,2010/10/20 00:00:00+00,2010,4210160103,,walnut st,,19th st,18th st,Pedestrian,39.950148,-75.171289,0.968,1.0622,west,east,south,6777,Philadelphia,Central,31490
-75.158758,39.9492020000001,70709,sb,,2010/09/23 00:00:00+00,2010,4210160103,,11th st,,sansom st,walnut st,Pedestrian,39.949202,-75.158758,0.949,1.0622,north,south,east,4586,Philadelphia,Central,31497
-75.1589079999999,39.949243,70710,sb,,2010/09/23 00:00:00+00,2010,4210160103,,11th st,,sansom st,walnut st,Pedestrian,39.949243,-75.158908,0.949,1.0622,south,north,west,4420,Philadelphia,Central,31498
-75.1676629999999,39.949441,70714,sb,,2010/10/28 00:00:00+00,2010,4210160103,,16th st,,walnut st,sansom st,Pedestrian,39.949441,-75.167663,1.001,1.0622,south,north,west,5962,Philadelphia,Central,31499
-75.159767,39.952192,70669,sb,,2010/09/09 00:00:00+00,2010,4210160103,,12th st,,market st,arch st,Pedestrian,39.952192,-75.159767,0.949,1.0622,north,south,east,5290,Philadelphia,Central,31501
-75.157417,39.951649,70679,sb,,2010/08/19 00:00:00+00,2010,4210160103,,market st,,11th st,10th st,Pedestrian,39.951649,-75.157417,0.888,1.0622,west,east,north,7340,Philadelphia,Central,31519
-75.1598739999999,39.951645,70711,sb,,2010/09/23 00:00:00+00,2010,4210160103,,12th st,,chestnut st,market st,Pedestrian,39.951645,-75.159874,0.949,1.0622,north,south,east,4530,Philadelphia,Central,31533
-75.1472679999999,39.9498520000001,70719,sb,,2010/10/13 00:00:00+00,2010,4210160103,,4th st,,chestnut st,market st,Pedestrian,39.949852,-75.147268,0.968,1.0622,north,south,east,1728,Philadelphia,Central,31592
-75.147418,39.9500330000001,70720,sb,,2010/10/13 00:00:00+00,2010,4210160103,,4th st,,chestnut st,market st,Pedestrian,39.950033,-75.147418,0.968,1.0622,south,north,west,2080,Philadelphia,Central,31593
-75.1657529999999,39.950008,70673,sb,,2010/10/05 00:00:00+00,2010,4210160103,,15th st,,sansom st,walnut st,Pedestrian,39.950008,-75.165753,0.968,1.0622,north,south,east,5193,Philadelphia,Central,31634
-75.171933,39.9545400000001,70701,sb,,2010/10/20 00:00:00+00,2010,4210160103,3,j f kennedy blvd,,20th st,19th st,Pedestrian,39.95454,-75.171933,0.968,1.0622,west,east,north,2746,Philadelphia,Central,31635
-75.150862,39.941606,71763,jh,,2010/11/12 00:00:00+00,2010,4210160103,,5th st,,bainbridge st,south st,Pedestrian,39.941606,-75.150862,1.001,1.0622,south,north,west,1760,Philadelphia,Central,31668
-75.173424,39.9547620000001,70735,jh,,2010/10/28 00:00:00+00,2010,4210160103,3,j f kennedy blvd,,21st st,20th st,Pedestrian,39.954762,-75.173424,1.001,1.0622,west,east,north,566,Philadelphia,Central,31689
-75.173671,39.9545400000001,70736,jh,,2010/10/28 00:00:00+00,2010,4210160103,3,j f kennedy blvd,,21st st,20th st,Pedestrian,39.95454,-75.173671,1.001,1.0622,west,east,south,11603,Philadelphia,Central,31690
-75.159434,39.9449010000001,70685,sb,,2010/09/17 00:00:00+00,2010,4210160103,,pine st,,11th st,10th st,Pedestrian,39.944901,-75.159434,0.949,1.0622,west,east,north,1288,Philadelphia,Central,31713
-75.149081,39.9493420000001,70721,sb,,2010/10/05 00:00:00+00,2010,4210160103,,5th st,,chestnut st,market st,Pedestrian,39.949342,-75.149081,0.968,1.0622,north,south,east,3394,Philadelphia,Central,31714
-75.14914,39.941421,71765,jh,,2010/11/12 00:00:00+00,2010,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941421,-75.14914,1.001,1.0622,north,south,east,3177,Philadelphia,Central,31756
-75.1492739999999,39.9414340000001,71766,jh,,2010/11/12 00:00:00+00,2010,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941434,-75.149274,1.001,1.0622,south,north,west,2180,Philadelphia,Central,31757
-75.1522239999999,39.9500990000001,70728,sb,,2010/09/23 00:00:00+00,2010,4210160103,,7th st,,chestnut st,market st,Pedestrian,39.950099,-75.152224,0.949,1.0622,south,north,west,2712,Philadelphia,Central,31901
-75.160003,39.9516620000001,70712,sb,,2010/09/23 00:00:00+00,2010,4210160103,,12th st,,chestnut st,market st,Pedestrian,39.951662,-75.160003,0.949,1.0622,south,north,west,5924,Philadelphia,Central,31904
-75.16511,39.949531,70687,sb,,2010/10/13 00:00:00+00,2010,4210160103,,walnut st,,15th st,pa 291 broad st,Pedestrian,39.949531,-75.16511,0.968,1.0622,west,east,north,7073,Philadelphia,Central,31909
-75.152117,39.950165,70727,sb,,2010/09/23 00:00:00+00,2010,4210160103,,7th st,,chestnut st,market st,Pedestrian,39.950165,-75.152117,0.949,1.0622,north,south,east,2518,Philadelphia,Central,31967
-75.452621,40.184759,71985,jh,,2010/12/01 00:00:00+00,2010,4209115192,,perkiomen trail,,pa 29 2nd ave,main st,Pedestrian,40.184759,-75.452621,1.028,1.0622,south,north,,84,Montgomery,Collegeville Borough,32055
-75.45246,40.1871110000001,71988,jh,,2010/11/16 00:00:00+00,2010,4209115192,,main st,,3rd ave,4th ave,Pedestrian,40.187111,-75.45246,1.001,1.0622,north,south,east,275,Montgomery,Collegeville Borough,32057
-75.452707,40.187062,71989,jh,,2010/11/16 00:00:00+00,2010,4209115192,,main st,,3rd ave,4th ave,Pedestrian,40.187062,-75.452707,1.001,1.0622,north,south,west,305,Montgomery,Collegeville Borough,32059
-75.454123,40.189176,71991,jh,,2010/11/16 00:00:00+00,2010,4209115192,,main st,,4th ave,5th ave,Pedestrian,40.189176,-75.454123,1.001,1.0622,south,north,east,237,Montgomery,Collegeville Borough,32153
-75.1492739999999,39.949219,70722,sb,,2010/10/05 00:00:00+00,2010,4210160103,,5th st,,chestnut st,market st,Pedestrian,39.949219,-75.149274,0.968,1.0622,south,north,west,2809,Philadelphia,Central,32309
-75.143582,39.950407,70753,sb,,2010/10/27 00:00:00+00,2010,4210160103,,2nd st,,arch st,market st,Pedestrian,39.950407,-75.143582,1.001,1.0622,north,south,east,1794,Philadelphia,Central,32468
-75.14568,39.9506420000001,70758,sb,,2010/10/20 00:00:00+00,2010,4210160103,,3rd st,,market st,arch st,Pedestrian,39.950642,-75.14568,0.968,1.0622,south,north,west,2936,Philadelphia,Central,32597
-75.157546,39.9480340000001,70664,sb,,2010/09/09 00:00:00+00,2010,4210160103,,10th st,,walnut  st,locust st,Pedestrian,39.948034,-75.157546,0.949,1.0622,north,south,west,7809,Philadelphia,Central,32728
-75.158495,39.9506050000001,70665,sb,,2010/09/09 00:00:00+00,2010,4210160103,,11th st,,market st,chestnut st,Pedestrian,39.950605,-75.158495,0.949,1.0622,north,south,east,6246,Philadelphia,Central,32729
-75.158597,39.9506050000001,70666,sb,,2010/09/09 00:00:00+00,2010,4210160103,,11th st,,market st,chestnut st,Pedestrian,39.950605,-75.158597,0.949,1.0622,south,north,west,5600,Philadelphia,Central,32730
-75.158694,39.949708,70667,sb,,2010/09/09 00:00:00+00,2010,4210160103,,11th st,,chestnut st,sansom st,Pedestrian,39.949708,-75.158694,0.949,1.0622,south,north,east,4738,Philadelphia,Central,32731
-75.15879,39.9497040000001,70668,sb,,2010/09/09 00:00:00+00,2010,4210160103,,11th st,,chestnut st,sansom st,Pedestrian,39.949704,-75.15879,0.949,1.0622,south,north,west,3623,Philadelphia,Central,32732
-75.160652,39.9485570000001,70690,sb,,2010/09/17 00:00:00+00,2010,4210160103,,12th st,,locust st,walnut st,Pedestrian,39.948557,-75.160652,0.949,1.0622,south,north,west,5641,Philadelphia,Central,32740
-75.170624,39.9498360000001,70691,sb,,2010/10/28 00:00:00+00,2010,4210160103,,18th st,,chancellor st,walnut st,Pedestrian,39.949836,-75.170624,1.001,1.0622,north,south,east,5833,Philadelphia,Central,32741
-75.1475839999999,39.9411870000001,71768,jh,,2010/11/13 00:00:00+00,2010,4210160103,,3rd st,,bainbridge st,south st,Pedestrian,39.941187,-75.147584,1.001,1.0622,north,south,east,1499,Philadelphia,Central,33024
-75.147707,39.9412070000001,71769,jh,,2010/11/13 00:00:00+00,2010,4210160103,,3rd st,,bainbridge st,south st,Pedestrian,39.941207,-75.147707,1.001,1.0622,north,south,west,1349,Philadelphia,Central,33025
-75.145637,39.940998,71771,jh,,2010/11/13 00:00:00+00,2010,4210160103,,2nd st,,south st,bainbridge st,Pedestrian,39.940998,-75.145637,1.001,1.0622,north,south,east,896,Philadelphia,Central,33027
-75.145766,39.941018,71772,jh,,2010/11/13 00:00:00+00,2010,4210160103,,2nd st,,south st,bainbridge st,Pedestrian,39.941018,-75.145766,1.001,1.0622,south,north,west,1721,Philadelphia,Central,33028
-75.142032,39.940344,71778,jh,,2011/03/26 00:00:00+00,2011,4210160103,,christopher columbus blvd,,kenilworth st,I 95 delaware expwy nb on ramp,Pedestrian,39.940344,-75.142032,1.059,1.0622,north,south,east,457,Philadelphia,Central,33640
-75.1424719999999,39.9403760000001,71779,jh,,2011/03/26 00:00:00+00,2011,4210160103,,christopher columbus blvd,,kenilworth st,I 95 delaware expwy nb on ramp,Pedestrian,39.940376,-75.142472,1.059,1.0622,south,north,west,123,Philadelphia,Central,33641
-75.451205,40.1863450000001,71982,jh,,2010/12/01 00:00:00+00,2010,4209115192,,perkiomen trail,,main st,pa 29 1st ave,Pedestrian,40.186345,-75.451205,1.028,1.0622,south,north,,97,Montgomery,Collegeville Borough,33665
-75.144044,39.940817,71774,jh,,2010/11/13 00:00:00+00,2010,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.940817,-75.144044,1.001,1.0622,north,south,east,490,Philadelphia,Central,34229
-75.144172,39.9407800000001,71775,jh,,2010/11/13 00:00:00+00,2010,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.94078,-75.144172,1.001,1.0622,north,south,west,570,Philadelphia,Central,34230
-75.167502,39.9494570000001,70713,sb,,2010/10/28 00:00:00+00,2010,4210160103,,16th st,,walnut st,sansom st,Pedestrian,39.949457,-75.167502,1.001,1.0622,south,north,east,5962,Philadelphia,Central,36263
-75.159885,39.952213,70670,sb,,2010/09/09 00:00:00+00,2010,4210160103,,12th st,,market st,arch st,Pedestrian,39.952213,-75.159885,0.949,1.0622,south,north,west,4913,Philadelphia,Central,36853
-75.1659569999999,39.9490300000001,70671,sb,,2010/10/05 00:00:00+00,2010,4210160103,,15th st,,walnut st,locust st,Pedestrian,39.94903,-75.165957,0.968,1.0622,north,south,east,4760,Philadelphia,Central,36854
-75.16614,39.949054,70672,sb,,2010/10/05 00:00:00+00,2010,4210160103,,15th st,,walnut st,locust st,Pedestrian,39.949054,-75.16614,0.968,1.0622,south,north,west,9343,Philadelphia,Central,36855
-75.165936,39.950115,70674,sb,,2010/10/05 00:00:00+00,2010,4210160103,,15th st,,sansom st,walnut st,Pedestrian,39.950115,-75.165936,0.968,1.0622,north,south,west,9941,Philadelphia,Central,36856
-75.166998,39.951719,70675,sb,,2010/10/05 00:00:00+00,2010,4210160103,,16th st,,chestnut st,pa 3 market st,Pedestrian,39.951719,-75.166998,0.968,1.0622,south,north,east,16289,Philadelphia,Central,36857
-75.1671049999999,39.9520230000001,70676,sb,,2010/10/05 00:00:00+00,2010,4210160103,,16th st,,chestnut st,pa 3 market st,Pedestrian,39.952023,-75.167105,0.968,1.0622,south,north,west,8603,Philadelphia,Central,36858
-75.1537959999999,39.9499260000001,70697,sb,,2010/09/17 00:00:00+00,2010,4210160103,,8th st,,market st,chestnut st,Pedestrian,39.949926,-75.153796,0.949,1.0622,north,south,east,4459,Philadelphia,Central,37061
-75.153898,39.9498600000001,70698,sb,,2010/09/17 00:00:00+00,2010,4210160103,,8th st,,market st,chestnut st,Pedestrian,39.94986,-75.153898,0.949,1.0622,south,north,west,5682,Philadelphia,Central,37132
-75.171998,39.954376,70702,sb,,2010/10/20 00:00:00+00,2010,4210160103,3,j f kennedy blvd,,20th st,19th st,Pedestrian,39.954376,-75.171998,0.968,1.0622,west,east,south,3107,Philadelphia,Central,37133
-75.1569289999999,39.9504030000001,70661,sb,,2010/08/12 00:00:00+00,2010,4210160103,,10th st,,market st,chestnut st,Pedestrian,39.950403,-75.156929,0.888,1.0622,north,south,east,4141,Philadelphia,Central,37144
-75.156999,39.950481,70662,sb,,2010/08/12 00:00:00+00,2010,4210160103,,10th st,,market st,chestnut st,Pedestrian,39.950481,-75.156999,0.888,1.0622,north,south,west,4821,Philadelphia,Central,37145
-75.1574439999999,39.948043,70663,sb,,2010/09/09 00:00:00+00,2010,4210160103,,10th st,,walnut  st,locust st,Pedestrian,39.948043,-75.157444,0.949,1.0622,north,south,east,3384,Philadelphia,Central,37231
-75.1588819999999,39.95174,70682,sb,,2010/09/17 00:00:00+00,2010,4210160103,,market st,,12th st,11th st,Pedestrian,39.95174,-75.158882,0.949,1.0622,east,west,south,5338,Philadelphia,Central,37243
-75.16615,39.9527800000001,70683,sb,,2010/10/13 00:00:00+00,2010,4210160103,3,market st,,16th st,15th st,Pedestrian,39.95278,-75.16615,0.968,1.0622,east,west,north,12759,Philadelphia,Central,37328
